pl_name,hostname,discoverymethod,disc_year,pl_controv_flag,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,sy_dist,sy_disterr1,sy_disterr2
EPIC 249893012 b,EPIC 249893012,Transit,2020,0,3.5951,0.0003,-0.0003,0,1.95,0.09,-0.08,0,321.296,4.189,-4.085
EPIC 249893012 c,EPIC 249893012,Transit,2020,0,15.624,0.001,-0.001,0,3.67,0.17,-0.14,0,321.296,4.189,-4.085
EPIC 249893012 d,EPIC 249893012,Transit,2020,0,35.747,0.005,-0.005,0,3.94,0.13,-0.12,0,321.296,4.189,-4.085
FU Tau b,FU Tau,Imaging,2008,0,,,,,12.2,,,0,133.4950466,22.96498906,-22.96498906
G 192-15 b,G 192-15,Radial Velocity,2025,0,2.27476,0.00026,-0.00028,0,1.02,,,0,9.53114,0.006825,-0.006825
G 192-15 c,G 192-15,Radial Velocity,2025,0,1219,13,-11,0,3.87,,,0,9.53114,0.006825,-0.006825
G 196-3 b,G 196-3,Imaging,2024,0,,,,,12,,,0,21.7912,0.01855,-0.01855
G 261-6 b,G 261-6,Radial Velocity,2025,0,5.4536,0.0031,-0.0032,0,1.1,,,0,10.6267,0.0063,-0.0063
G 264-012 b,G 264-012,Radial Velocity,2021,0,2.30538,0.00031,-0.00031,0,1.39,,,0,16.009,0.0104,-0.0103
G 264-012 c,G 264-012,Radial Velocity,2021,0,8.0518,0.0034,-0.0034,0,1.76,,,0,16.009,0.0104,-0.0103
G 268-110 b,G 268-110,Radial Velocity,2025,0,1.43263,0.000072,-0.000076,0,1.13,,,0,,,
G 9-40 b,G 9-40,Transit,2019,0,5.7459982,0.000002,-0.000002,0,1.9,0.065,-0.065,0,27.9276,0.0451,-0.045
GJ 1002 b,GJ 1002,Radial Velocity,2022,0,10.3465,0.027,-0.027,0,1.03,,,0,4.84867,0.00303,-0.00304
GJ 1002 c,GJ 1002,Radial Velocity,2022,0,21.202,0.013,-0.013,0,1.1,,,0,4.84867,0.00303,-0.00304
GJ 1061 b,GJ 1061,Radial Velocity,2020,0,3.2073,0.0002,-0.0003,0,1.04,,,0,3.67278,0.00089,-0.0009
GJ 1061 c,GJ 1061,Radial Velocity,2020,0,6.6821,0.0008,-0.0008,0,1.19,,,0,3.67278,0.00089,-0.0009
GJ 1061 d,GJ 1061,Radial Velocity,2020,0,13.066,0.002,-0.002,0,1.16,,,0,3.67278,0.00089,-0.0009
GJ 1132 b,GJ 1132,Transit,2015,0,1.62892911,0.00000029,-0.0000003,0,1.19151465,0.03811053,-0.04483592,0,12.613,0.007,-0.007
GJ 1132 c,GJ 1132,Radial Velocity,2018,0,8.929,0.0008,-0.0008,0,1.52,,,0,12.613,0.007,-0.007
GJ 1137 c,HD 93083,Radial Velocity,2026,0,9.6412,0.0012,-0.0011,0,2.11,,,0,28.5159,0.0397,-0.0397
GJ 1148 b,GJ 1148,Radial Velocity,2010,0,41.38,0.002,-0.001,0,11.9,,,0,11.0143,0.0064,-0.0065
GJ 1148 c,GJ 1148,Radial Velocity,2017,0,532.58,4.14,-2.52,0,9.71,,,0,11.0143,0.0064,-0.0065
GJ 1151 c,GJ 1151,Radial Velocity,2023,0,389.7,5.4,-6.5,0,3.25,,,0,8.03625,0.00772,-0.00771
GJ 1214 b,GJ 1214,Transit,2009,0,1.580404531,0.000000018,-0.000000017,0,2.733,0.033,-0.031,0,14.6427,0.0372,-0.0372
GJ 1252 b,GJ 1252,Transit,2020,0,0.5182331,0.0000084,-0.0000084,0,1.193,0.074,-0.074,0,20.373,0.0192,-0.0192
GJ 1265 b,GJ 1265,Radial Velocity,2018,0,3.6511,0.0012,-0.0012,0,2.63,,,0,10.2525,0.0075,-0.0076
GJ 1289 b,GJ 1289,Radial Velocity,2024,0,111.74,0.73,-0.71,0,2.38,,,0,8.35147,0.00819,-0.00818
GJ 143 b,GJ 143,Transit,2019,0,35.61253,0.0006,-0.00062,0,2.61,0.17,-0.16,0,16.32,0.0071,-0.0071
GJ 15 A b,GJ 15 A,Radial Velocity,2014,1,11.4407,0.0017,-0.0016,0,1.55,,,0,3.56228,0.00055,-0.00055
GJ 15 A c,GJ 15 A,Radial Velocity,2018,0,7600,2200,-1700,0,6.67,,,0,3.56228,0.00055,-0.00055
GJ 160.2 b,GJ 160.2,Radial Velocity,2014,0,5.2354,0.0027,-0.0065,0,3.17,,,0,25.8557,0.0393,-0.0391
GJ 163 b,GJ 163,Radial Velocity,2013,0,8.63182,0.00155,-0.00155,0,3.25,,,0,15.1285,0.0072,-0.0072
GJ 163 c,GJ 163,Radial Velocity,2013,0,25.63058,0.0255,-0.0255,0,2.5,,,0,15.1285,0.0072,-0.0072
GJ 163 d,GJ 163,Radial Velocity,2013,0,603.95116,7.55862,-7.55862,0,5.92,,,0,15.1285,0.0072,-0.0072
GJ 179 b,GJ 179,Radial Velocity,2009,0,2288,59,-59,0,13.8,,,0,12.356,0.0093,-0.0093
GJ 180 b,GJ 180,Radial Velocity,2014,0,17.133,0.003,-0.003,0,2.43,,,0,11.9407,0.0045,-0.0045
GJ 180 c,GJ 180,Radial Velocity,2014,0,24.329,0.052,-0.066,0,2.41,,,0,11.9407,0.0045,-0.0045
GJ 180 d,GJ 180,Radial Velocity,2020,0,106.3,0.129,-0.129,0,2.66,,,0,11.9407,0.0045,-0.0045
GJ 2030 b,GJ 2030,Radial Velocity,2022,0,2.38129,0.00015,-0.00013,0,2.03,,,0,37.0788,0.0647,-0.0644
GJ 2030 c,GJ 2030,Radial Velocity,2022,0,25533.11353,2549.01187,-2322.57168,0,12.3,,,0,37.0788,0.0647,-0.0644
GJ 2056 b,GJ 2056,Radial Velocity,2020,0,69.971,0.061,-0.061,0,4.17,,,0,28.4434,0.0234,-0.0233
GJ 2126 b,GJ 2126,Radial Velocity,2025,0,272.7,0.1,-0.1,0,13.6,,,0,38.129,0.1175,-0.1167
GJ 229 A c,GJ 229,Radial Velocity,2020,1,121.93268,0.06708,-0.08158,0,2.87,,,0,5.75624,0.001525,-0.001525
GJ 229 b,GJ 229,Radial Velocity,2014,1,579.47495,1.67942,-1.41414,0,3.97,,,0,5.75624,0.001525,-0.001525
GJ 238 b,GJ 238,Transit,2024,0,1.7446999,0.0000019,-0.0000018,0,0.566,0.014,-0.014,0,15.2142,0.0071,-0.0072
GJ 251 b,GJ 251,Radial Velocity,2020,0,14.237,0.0015,-0.0015,0,1.79,,,0,5.58057,0.00198,-0.00198
GJ 251 c,GJ 251,Radial Velocity,2025,0,53.647,0.044,-0.044,0,1.8,,,0,5.58057,0.00198,-0.00198
GJ 27.1 b,GJ 27.1,Radial Velocity,2014,0,15.819,0.023,-0.026,0,3.66,,,0,23.6062,0.02565,-0.02565
GJ 273 b,GJ 273,Radial Velocity,2017,0,18.6498,0.0059,-0.0052,0,1.51,,,0,5.921535,0.0206332,-0.0206332
GJ 273 c,GJ 273,Radial Velocity,2017,0,4.7234,0.0004,-0.0004,0,1.06,,,0,5.921535,0.0206332,-0.0206332
GJ 3021 b,GJ 3021,Radial Velocity,2000,0,133.71,0.2,-0.2,0,13.1,,,0,17.5559,0.0073,-0.0073
GJ 3082 b,GJ 3082,Radial Velocity,2020,0,11.949,0.022,-0.022,0,2.79,,,0,16.6186,0.00745,-0.00745
GJ 3090 b,GJ 3090,Transit,2022,0,2.85310198,0.00000082,-0.00000082,0,2.18,0.06,-0.06,0,22.4751,0.02605,-0.02605
GJ 3090 c,GJ 3090,Radial Velocity,2026,0,15.9407,0.0058,-0.0058,0,3.14,,,0,22.4751,0.02605,-0.02605
GJ 3138 b,GJ 3138,Radial Velocity,2017,0,1.22003,0.00006,-0.00004,0,1.18,,,0,28.4712,0.03505,-0.03505
GJ 3138 c,GJ 3138,Radial Velocity,2017,0,5.974,0.001,-0.001,0,1.88,,,0,28.4712,0.03505,-0.03505
GJ 3138 d,GJ 3138,Radial Velocity,2017,0,257.8,3.6,-3.5,0,3.23,,,0,28.4712,0.03505,-0.03505
GJ 317 b,GJ 317,Radial Velocity,2007,0,695.69,0.26,-0.25,0,13.3,,,0,15.1968,0.013,-0.0129
GJ 317 c,GJ 317,Radial Velocity,2016,0,6500,169,-166,0,13.6,,,0,15.1968,0.013,-0.0129
GJ 3222 b,GJ 3222,Radial Velocity,2022,0,10.66669,0.00285,-0.00231,0,3.4,,,0,18.23817,,
GJ 328 b,GJ 328,Radial Velocity,2013,0,3771,17,-17,0,13.3,,,0,20.5266,0.01685,-0.01685
GJ 328 c,GJ 328,Radial Velocity,2023,0,241.8,1.3,-1.7,0,4.91,,,0,20.5266,0.01685,-0.01685
GJ 3293 b,GJ 3293,Radial Velocity,2015,0,30.5987,0.0083,-0.0084,0,5.19,,,0,20.1903,0.0216,-0.0216
GJ 3293 c,GJ 3293,Radial Velocity,2015,0,122.6196,0.2429,-0.2371,0,4.87,,,0,20.1903,0.0216,-0.0216
GJ 3293 d,GJ 3293,Radial Velocity,2017,0,48.1345,0.0628,-0.0661,0,2.67,,,0,20.1903,0.0216,-0.0216
GJ 3293 e,GJ 3293,Radial Velocity,2017,0,13.2543,0.0078,-0.0104,0,1.63,,,0,20.1903,0.0216,-0.0216
GJ 3323 b,GJ 3323,Radial Velocity,2017,0,5.3636,0.0007,-0.0007,0,1.23,,,0,5.37484,0.00172,-0.00172
GJ 3323 c,GJ 3323,Radial Velocity,2017,0,40.54,0.21,-0.19,0,1.32,,,0,5.37484,0.00172,-0.00172
GJ 3341 b,GJ 3341,Radial Velocity,2015,0,14.207,0.007,-0.007,0,2.46,,,0,23.619,0.0291,-0.029
GJ 3378 b,GJ 3378,Radial Velocity,2026,0,21.45,0.01,-0.01,0,1.32,,,0,7.72274,0.0048,-0.0048
GJ 338 B b,GJ 338 B,Radial Velocity,2020,0,24.422,0.014,-0.014,0,3.25,,,0,6.33256,0.00167,-0.00168
GJ 341 b,GJ 341,Transit,2025,0,7.57686,0.000034,-0.00002,0,0.88,0.05,-0.05,0,10.454,0.00315,-0.00315
GJ 3470 b,GJ 3470,Radial Velocity,2012,0,3.3366496,0.0000039,-0.0000033,0,4.57,0.18,-0.18,0,29.4214,0.0508,-0.0507
GJ 3473 b,GJ 3473,Transit,2020,0,1.1980035,0.0000018,-0.0000019,0,1.264,0.05,-0.049,0,27.3644,0.0376,-0.0376
GJ 3473 c,GJ 3473,Radial Velocity,2020,0,15.509,0.033,-0.033,0,2.63,,,0,27.3644,0.0376,-0.0376
GJ 3512 b,GJ 3512,Radial Velocity,2019,0,203.109,0.035,-0.034,0,14.3,,,0,9.48637,0.00857,-0.00856
GJ 3512 c,GJ 3512,Radial Velocity,2020,0,2354,36,-30,0,14.3,,,0,9.48637,0.00857,-0.00856
GJ 357 b,GJ 357,Transit,2019,0,3.9306,0.000002,-0.000002,0,1.2,0.06,-0.06,0,9.44181,0.00511,-0.00511
GJ 357 c,GJ 357,Radial Velocity,2019,0,9.1247,0.0011,-0.001,0,1.66,,,0,9.44181,0.00511,-0.00511
GJ 357 d,GJ 357,Radial Velocity,2019,0,55.661,0.055,-0.055,0,2.34,,,0,9.44181,0.00511,-0.00511
GJ 3634 b,GJ 3634,Radial Velocity,2010,0,2.64561,0.00066,-0.00066,0,2.83,,,0,20.3779,0.03165,-0.03165
GJ 367 b,GJ 367,Transit,2021,0,0.3219226,0.000001,-0.000001,0,0.736,0.035,-0.035,0,9.41263,0.002835,-0.002835
GJ 367 c,GJ 367,Radial Velocity,2023,0,11.5301,0.0078,-0.0078,0,1.86,,,0,9.41263,0.002835,-0.002835
GJ 367 d,GJ 367,Radial Velocity,2023,0,34.369,0.073,-0.073,0,2.33,,,0,9.41263,0.002835,-0.002835
GJ 3779 b,GJ 3779,Radial Velocity,2018,0,3.0232,0.0013,-0.0013,0,2.75,,,0,13.743,0.0117,-0.0116
GJ 3929 b,GJ 3929,Transit,2022,0,2.616235,0.000005,-0.000005,0,1.09,0.04,-0.04,0,15.8095,0.0096,-0.0095
GJ 3929 c,GJ 3929,Radial Velocity,2022,0,15.04,0.03,-0.03,0,2.26,,,0,15.8095,0.0096,-0.0095
GJ 393 b,GJ 393,Radial Velocity,2021,0,7.02679,0.00082,-0.00085,0,1.17,,,0,7.03149,0.002485,-0.002485
GJ 3942 b,GJ 3942,Radial Velocity,2017,0,6.905,0.04,-0.04,0,2.57,,,0,16.9287,0.00635,-0.00635
GJ 3988 b,GJ 3988,Radial Velocity,2023,0,6.9442,0.001,-0.001,0,1.74,,,0,9.9105,0.00416,-0.00416
GJ 3998 b,GJ 3998,Radial Velocity,2016,0,2.65033,0.00022,-0.00019,0,1.39,,,0,18.1459,0.0165,-0.0165
GJ 3998 c,GJ 3998,Radial Velocity,2016,0,13.727,0.003,-0.004,0,2.5,,,0,18.1459,0.0165,-0.0165
GJ 3998 d,GJ 3998,Radial Velocity,2025,0,41.78,0.05,-0.05,0,2.34,,,0,18.1459,0.0165,-0.0165
GJ 411 b,GJ 411,Radial Velocity,2019,0,12.9394,0.0014,-0.0013,0,1.45,,,0,5.675773,0.0059099,-0.0059099
GJ 414 A b,GJ 414 A,Radial Velocity,2021,0,50.8,0.1,-0.26,0,2.63,1.22,-0.85,0,11.8893,0.0067,-0.0067
GJ 414 A c,GJ 414 A,Radial Velocity,2021,0,749.83,4.35,-3.63,0,8.4,3.6,-2.5,0,11.8893,0.0067,-0.0067
GJ 422 b,GJ 422,Radial Velocity,2014,0,20.129,0.005,-0.005,0,3.33,,,0,12.6631,0.0072,-0.0073
GJ 4274 b,GJ 4274,Radial Velocity,2026,0,1.6339,0.0001,-0.0001,0,1.53,,,0,7.23556,0.01313,-0.01308
GJ 4274 c,GJ 4274,Radial Velocity,2026,0,69.57,0.32,-1.14,0,2.83,,,0,7.23556,0.01313,-0.01308
GJ 4276 b,GJ 4276,Radial Velocity,2019,0,13.352,0.003,-0.003,0,4.22,,,0,21.3362,0.0172,-0.0172
GJ 433 b,GJ 433,Radial Velocity,2013,0,7.3705,0.0005,-0.0005,0,2.33,,,0,9.06456,0.00367,-0.00367
GJ 433 c,GJ 433,Radial Velocity,2014,0,5094.105,608.617,-608.617,0,6.27,,,0,9.06456,0.00367,-0.00367
GJ 433 d,GJ 433,Radial Velocity,2020,0,36.059,0.016,-0.016,0,2.14,,,0,9.06456,0.00367,-0.00367
GJ 436 b,GJ 436,Radial Velocity,2004,0,2.64388312,0.00000057,-0.00000057,0,4.17,0.168,-0.168,0,9.75321,0.00898,-0.00896
GJ 463 b,GJ 463,Radial Velocity,2022,0,3459,22,-22,0,13.1,,,0,18.3554,0.0109,-0.0109
GJ 480 b,GJ 480,Radial Velocity,2020,0,9.5536,0.0006,-0.0006,0,2.91,,,0,14.2358,0.01515,-0.01515
GJ 486 b,GJ 486,Radial Velocity,2021,0,1.46712127,0.00000031,-0.00000035,0,1.289,0.019,-0.014,0,8.07426,0.004095,-0.004095
GJ 504 b,GJ 504,Imaging,2013,0,,,,,12.10569916,0.44835923,-0.33626942,0,17.5299,0.0785,-0.0778
GJ 508.2 b,GJ 508.2,Radial Velocity,2025,0,5300,,,-1,,,,,16.6374,0.0118,-0.0118
GJ 514 b,GJ 514,Radial Velocity,2022,0,140.43,0.41,-0.41,0,2.13,,,0,7.61778,0.003175,-0.003175
GJ 536 b,GJ 536,Radial Velocity,2016,0,8.70874,0.00056,-0.00056,0,2.41,,,0,10.4092,0.00955,-0.00955
GJ 536 c,GJ 536,Radial Velocity,2025,0,32.761,0.015,-0.015,0,2.3,,,0,10.4092,0.00955,-0.00955
GJ 581 b,GJ 581,Radial Velocity,2005,0,5.3686,0.0001,-0.0001,0,4.79,,,0,6.2981,0.002095,-0.002095
GJ 581 c,GJ 581,Radial Velocity,2007,0,12.9211,0.0008,-0.0007,0,2.5,,,0,6.2981,0.002095,-0.002095
GJ 581 e,GJ 581,Radial Velocity,2009,0,3.1481,0.0004,-0.0004,0,1.38,,,0,6.2981,0.002095,-0.002095
GJ 625 b,GJ 625,Radial Velocity,2017,0,14.628,0.012,-0.013,0,1.49,,,0,6.47249,0.001155,-0.001155
GJ 649 b,GJ 649,Radial Velocity,2009,0,600.1,1.7,-1.7,0,10.8,,,0,10.3796,0.00335,-0.00335
GJ 667 C b,GJ 667 C,Radial Velocity,2012,0,7.203,0.0019,-0.0019,0,2.25,,,0,7.24396,0.00486,-0.00485
GJ 667 C c,GJ 667 C,Radial Velocity,2013,0,28.14,0.053,-0.065,0,1.77,,,0,7.24396,0.00486,-0.00485
GJ 667 C e,GJ 667 C,Radial Velocity,2013,1,62.24,0.55,-0.55,0,1.45,,,0,7.24396,0.00486,-0.00485
GJ 667 C f,GJ 667 C,Radial Velocity,2013,1,39.026,0.194,-0.211,0,1.45,,,0,7.24396,0.00486,-0.00485
GJ 667 C g,GJ 667 C,Radial Velocity,2013,1,256.2,13.8,-7.9,0,1.99,,,0,7.24396,0.00486,-0.00485
GJ 674 b,GJ 674,Radial Velocity,2007,0,4.6938,0.007,-0.007,0,3.33,,,0,4.54896,0.001015,-0.001015
GJ 676 A b,GJ 676 A,Radial Velocity,2010,0,1051.44521,0.37707,-0.40023,0,12.8,,,0,16.0272,0.0101,-0.0101
GJ 676 A c,GJ 676 A,Radial Velocity,2016,0,13921.42302,1232.33794,-1514.65143,0,12.3,,,0,16.0272,0.0101,-0.0101
GJ 676 A d,GJ 676 A,Radial Velocity,2012,0,3.60076,0.00019,-0.0002,0,1.78,,,0,16.0272,0.0101,-0.0101
GJ 676 A e,GJ 676 A,Radial Velocity,2012,0,35.47358,0.0156,-0.01472,0,2.47,,,0,16.0272,0.0101,-0.0101
GJ 680 b,GJ 680,Radial Velocity,2022,0,17281.66514,4832.84502,-3919.17991,0,12,,,0,9.67315,0.005135,-0.005135
GJ 682 b,GJ 682,Radial Velocity,2014,0,17.478,0.062,-0.04,0,1.93,,,0,5.00671,0.0021,-0.0021
GJ 682 c,GJ 682,Radial Velocity,2014,0,57.32,0.45,-0.48,0,2.89,,,0,5.00671,0.0021,-0.0021
GJ 685 b,GJ 685,Radial Velocity,2019,0,24.16,0.061,-0.047,0,2.95,,,0,14.3155,0.0081,-0.0081
GJ 687 b,GJ 687,Radial Velocity,2014,0,38.142,0.007,-0.007,0,4.32,,,0,4.54939,0.00068,-0.00068
GJ 687 c,GJ 687,Radial Velocity,2020,0,727.562,12.198,-12.198,0,4.14,,,0,4.54939,0.00068,-0.00068
GJ 720 A b,GJ 720 A,Radial Velocity,2021,0,19.466,0.005,-0.005,0,3.77,,,0,15.5575,0.0061,-0.0061
GJ 724 b,GJ 724,Radial Velocity,2023,0,5.101284,0.00008,-0.000077,0,3.27,,,0,16.9658,0.014,-0.014
GJ 740 b,GJ 740,Radial Velocity,2021,0,2.37756,0.00013,-0.00011,0,1.53,,,0,11.1017,0.00605,-0.00605
GJ 806 b,GJ 806,Transit,2023,0,0.9263237,0.0000009,-0.0000009,0,1.331,0.023,-0.023,0,12.0445,0.00435,-0.00435
GJ 806 c,GJ 806,Radial Velocity,2023,0,6.64064,0.00025,-0.00025,0,2.28,,,0,12.0445,0.00435,-0.00435
GJ 832 b,GJ 832,Radial Velocity,2008,0,3853,51,-47,0,13.8,,,0,4.96435,0.001065,-0.001065
GJ 849 b,GJ 849,Radial Velocity,2006,0,1925.31,6.5,-6.5,0,13.9,,,0,8.80058,0.003615,-0.003615
GJ 849 c,GJ 849,Radial Velocity,2014,0,5990,110,-100,0,13.8,,,0,8.80058,0.003615,-0.003615
GJ 86 b,GJ 86,Radial Velocity,1999,0,15.76491,0.00039,-0.00039,0,12.9,,,0,10.7836,0.0054,-0.0053
GJ 876 b,GJ 876,Radial Velocity,1998,0,61.1166,0.0086,-0.0086,0,13.3,,,0,4.67517,0.00167,-0.00167
GJ 876 c,GJ 876,Radial Velocity,2000,0,30.0881,0.0082,-0.0082,0,14,,,0,4.67517,0.00167,-0.00167
GJ 876 d,GJ 876,Radial Velocity,2005,0,1.93778,0.00002,-0.00002,0,2.51,,,0,4.67517,0.00167,-0.00167
GJ 876 e,GJ 876,Radial Velocity,2010,0,124.26,0.7,-0.7,0,3.92,,,0,4.67517,0.00167,-0.00167
GJ 887 b,GJ 887,Radial Velocity,2020,0,9.2619,0.0005,-0.0005,0,1.8,,,0,3.28679,0.00049,-0.00049
GJ 887 c,GJ 887,Radial Velocity,2020,0,21.784,0.004,-0.004,0,2.43,,,0,3.28679,0.00049,-0.00049
GJ 887 d,GJ 887,Radial Velocity,2026,0,50.77,0.05,-0.05,0,2.34,,,0,3.28679,0.00049,-0.00049
GJ 887 e,GJ 887,Radial Velocity,2026,0,4.4249,0.00014,-0.00013,0,1.12,,,0,3.28679,0.00049,-0.00049
GJ 896 A b,GJ 896 A,Astrometry,2022,0,284.39,1.47,-1.47,0,13.3,,,0,6.26022,0.003265,-0.003265
GJ 900 b,GJ 900 A,Imaging,2024,0,,,,,12.4,,,0,20.8065,0.0357,-0.0357
GJ 9066 c,GJ 9066,Radial Velocity,2020,0,771.36,1.34,-1.23,0,9.6,,,0,4.471,0.00215,-0.00215
GJ 9404 b,GJ 9404,Radial Velocity,2023,0,13.4586,0.0044,-0.0067,0,3.48,,,0,23.8839,0.0254,-0.0253
GJ 96 b,GJ 96,Radial Velocity,2018,0,73.94,0.33,-0.38,0,4.67,,,0,11.9315,0.0093,-0.0093
GJ 9689 b,GJ 9689,Radial Velocity,2020,0,18.27,0.01,-0.01,0,3.07,,,0,30.6203,0.04185,-0.04185
GJ 9714 b,GJ 9714,Radial Velocity,2022,0,19240.75467,8353.76637,-4514.3201,0,12.5,,,0,20.5121,0.0247,-0.0247
GJ 9773 b,GJ 9773,Radial Velocity,2025,0,2965,41,-37,0,14.2,,,0,15.9211,0.02515,-0.02515
GJ 9827 b,GJ 9827,Transit,2017,0,1.208974,0.000001,-0.000001,0,1.44,0.09,-0.07,0,29.661,0.0543,-0.0541
GJ 9827 c,GJ 9827,Transit,2017,0,3.648103,0.000013,-0.00001,0,1.13,0.07,-0.05,0,29.661,0.0543,-0.0541
GJ 9827 d,GJ 9827,Transit,2017,0,6.20183,0.000003,-0.000003,0,1.98,0.11,-0.1,0,29.661,0.0543,-0.0541
GPX-1 b,GPX-1,Transit,2021,0,1.744579,0.000008,-0.000008,0,16.47720163,1.12089807,-1.12089807,0,655.013,17.102,-16.269
GQ Lup b,GQ Lup,Imaging,2004,0,,,,,33.6,5.6,-5.6,0,151.169,1.096,-1.081
GSC 06214-00210 b,GSC 06214-00210,Imaging,2010,0,,,,,20.1762,5.6045,-5.6045,0,108.5,0.513,-0.508
GU Psc b,GU Psc,Imaging,2014,0,,,,,14.179,1.289,-1.289,0,47.5501,0.1649,-0.1638
Gaia-1 b,Gaia-1,Transit,2022,0,3.052524,0.000017,-0.000017,0,13.77583728,0.23538859,-0.23538859,0,363.66,3.058,-3.008
Gaia-2 b,Gaia-2,Transit,2022,0,3.6915224,0.0000039,-0.0000039,0,14.81827249,0.14571675,-0.14571675,0,209.229,1.134,-1.121
Gaia-4 b,Gaia-4,Astrometry,2025,0,571.3,1.4,-1.3,0,12.4,,,0,73.4829,0.1536,-0.1529
Gaia-5 b,Gaia-5,Astrometry,2025,0,358.62,0.2,-0.2,0,12.1,,,0,41.1813,0.097,-0.0965
Gaia22dkvL b,Gaia22dkvL,Microlensing,2024,0,,,,,14.1,,,0,1270,430,-250
Gaia23braL b,Gaia23braL,Microlensing,2026,0,,,,,13.5,,,0,4330,1003,-1012
Gl 378 b,Gl 378,Radial Velocity,2019,0,3.822,0.001,-0.001,0,3.66,,,0,14.9545,0.00725,-0.00725
Gl 410 b,Gl 410,Radial Velocity,2025,0,6.02,0.004,-0.004,0,2.83,,,0,11.9324,0.0082,-0.0082
Gl 49 b,Gl 49,Radial Velocity,2019,0,13.8508,0.0053,-0.0051,0,2.24,,,0,9.8528,0.00328,-0.00328
Gl 686 b,Gl 686,Radial Velocity,2018,0,15.53,0.0011,-0.0011,0,2.46,,,0,8.15728,0.00232,-0.00232
Gl 725 A b,Gl 725 A,Radial Velocity,2025,0,11.2201,0.0051,-0.0051,0,1.48,,,0,3.5214,0.00078,-0.00078
Gliese 12 b,Gliese 12,Transit,2024,0,12.761418,0.00006,-0.000055,0,0.93,0.06,-0.06,0,12.21,0.01305,-0.01305
Gliese 48 b,Gliese 48,Radial Velocity,2026,0,39.6299,0.29,-0.29,0,2.77,,,0,8.23366,0.00232,-0.00232
HAT-P-1 b,HAT-P-1,Transit,2006,0,4.46529976,0.00000055,-0.00000055,0,14.784671,0.212971,-0.212971,0,158.979,0.977,-0.965
HAT-P-11 b,HAT-P-11,Transit,2010,0,4.888,0.0001,-0.0001,0,4.36,0.06,-0.06,0,37.7647,0.0337,-0.0336
HAT-P-11 c,HAT-P-11,Radial Velocity,2018,0,3361,31,-31,0,13.2,,,0,37.7647,0.0337,-0.0336
HAT-P-12 b,HAT-P-12,Transit,2009,0,3.2130598,0.0000021,-0.0000021,0,10.749,0.325,-0.235,0,142.751,0.453,-0.45
HAT-P-13 b,HAT-P-13,Transit,2009,0,2.91625,0.000015,-0.000015,0,14.258,0.729,-0.729,0,246.81,2.228,-2.188
HAT-P-13 c,HAT-P-13,Radial Velocity,2009,0,446.27,0.22,-0.22,0,12.3,,,0,246.81,2.228,-2.188
HAT-P-14 b,HAT-P-14,Transit,2010,0,4.62767,0.000005,-0.000005,0,15.91678,1.34508,-1.34508,0,222.663,1.257,-1.244
HAT-P-15 b,HAT-P-15,Transit,2010,0,10.8635,0.000027,-0.000027,0,11.88154,0.78463,-0.78463,0,192.516,2.053,-2.01
HAT-P-16 b,HAT-P-16,Transit,2010,0,2.77596727,0.00000009,-0.00000009,0,14.68376472,0.67253884,-0.67253884,0,226.637,4.471,-4.305
HAT-P-17 b,HAT-P-17,Transit,2012,0,10.33852,0.000009,-0.000009,0,11.76945,0.44836,-0.44836,0,92.3831,0.4851,-0.4802
HAT-P-17 c,HAT-P-17,Radial Velocity,2012,0,5584,7700,-2100,0,13.1,,,0,92.3831,0.4851,-0.4802
HAT-P-18 b,HAT-P-18,Transit,2010,0,5.508023,0.000006,-0.000006,0,11.153,0.583,-0.583,0,161.4,0.61,-0.605
HAT-P-19 b,HAT-P-19,Transit,2010,0,4.00878322,0.00000019,-0.00000019,0,11.29865255,0.15692573,-0.14571675,0,202.078,1.471,-1.451
HAT-P-2 b,HAT-P-2,Transit,2007,0,5.6335158,0.0000036,-0.0000036,0,10.659759,0.437151,-0.594077,0,127.774,0.425,-0.423
HAT-P-2 c,HAT-P-2,Radial Velocity,2023,0,8500,2600,-1500,0,12.4,,,0,127.774,0.425,-0.423
HAT-P-20 b,HAT-P-20,Transit,2010,0,2.875317,0.000004,-0.000004,0,9.718,0.37,-0.37,0,71.0374,0.1994,-0.1983
HAT-P-21 b,HAT-P-21,Transit,2010,0,4.12448,0.000007,-0.000007,0,12.44199,1.79344,-1.79344,0,277.278,3.215,-3.144
HAT-P-22 b,HAT-P-22,Transit,2010,0,3.21222,0.000009,-0.000009,0,12.89035,2.12971,-2.12971,0,81.7647,0.2505,-0.2489
HAT-P-23 b,HAT-P-23,Transit,2010,0,1.212884,0.000002,-0.000002,0,15.334,1.009,-1.009,0,364.813,4.772,-4.653
HAT-P-24 b,HAT-P-24,Transit,2010,0,3.35524,0.000007,-0.000007,0,14.5717,2.35389,-2.35389,0,415.344,6.636,-6.435
HAT-P-25 b,HAT-P-25,Transit,2012,0,3.65281514,0.00000076,-0.00000075,0,12.722215,0.538032,-0.538032,0,300.384,4.3,-4.182
HAT-P-26 b,HAT-P-26,Transit,2010,0,4.23452,0.000015,-0.000015,0,7.06167,0.44836,-0.44836,0,141.837,1.152,-1.133
